Date,Time,Elapsed Seconds,Latitude,Longitude,Internal Temperature-Internal Temperature (&#x2103;),Temperature Probe-Temperature (&#x2103;),Humidity-Humidity (%RH),Dew Point-Dew Point (&#x2103;),Heat Index-Heat Index (&#x2103;),Ambient Light Intensity-Light (lux)
6/14/2026,3:53:08 PM,75,17.75056,-64.61600,33.7,32.9,47.7,21.1,37.1,1080.87
6/14/2026,3:53:09 PM,76,17.75056,-64.61600,33.7,32.8,47.7,21.1,37,1210.87
6/14/2026,3:53:10 PM,77,17.75056,-64.61600,33.7,32.8,47.7,21.1,37,1462.44
6/14/2026,3:53:11 PM,78,17.75057,-64.61600,33.7,33,47.7,21.1,37,1126.59
6/14/2026,3:53:12 PM,79,17.75057,-64.61600,33.7,32.8,47.7,21.1,37,1248.96
6/14/2026,3:53:13 PM,80,17.75057,-64.61600,33.7,32.9,47.7,21.1,37,1474.44
6/14/2026,3:53:14 PM,81,17.75057,-64.61600,33.7,33.2,47.7,21.1,37.1,1162.68
6/14/2026,3:53:15 PM,82,17.75057,-64.61600,33.7,32.9,47.7,21.1,37,767.84
6/14/2026,3:53:16 PM,83,17.75057,-64.61600,33.7,32.9,47.7,21.1,37.1,1637.48
6/14/2026,3:53:17 PM,84,17.75056,-64.61601,33.7,32.9,47.7,21.1,37.1,1199.57
6/14/2026,3:53:18 PM,85,17.75056,-64.61601,33.7,32.9,47.7,21.1,37.1,1228.98
6/14/2026,3:53:19 PM,86,17.75056,-64.61600,33.7,32.8,47.7,21.1,37.1,933.26
6/14/2026,3:53:20 PM,87,17.75055,-64.61600,33.7,32.8,47.7,21.1,37.1,909.06
6/14/2026,3:53:21 PM,88,17.75055,-64.61601,33.7,32.8,47.7,21.1,37.1,933.83
6/14/2026,3:53:22 PM,89,17.75055,-64.61600,33.7,32.9,47.7,21.1,37,715.03
6/14/2026,3:53:23 PM,90,17.75055,-64.61600,33.7,32.9,47.7,21.1,37,658.96
6/14/2026,3:53:24 PM,91,17.75054,-64.61601,33.7,32.9,47.7,21.1,37,689.58
6/14/2026,3:53:25 PM,92,17.75053,-64.61601,33.7,32.9,47.7,21.1,37.1,740.69
6/14/2026,3:53:26 PM,93,17.75052,-64.61601,33.7,32.9,47.7,21.1,37,564.17
6/14/2026,3:53:27 PM,94,17.75052,-64.61601,33.7,32.8,47.6,21.1,37,596.66
6/14/2026,3:53:28 PM,95,17.75051,-64.61601,33.7,32.8,47.6,21.1,37,587.48
6/14/2026,3:53:29 PM,96,17.75050,-64.61602,33.7,32.8,47.6,21.1,37,370.78
6/14/2026,3:53:30 PM,97,17.75050,-64.61602,33.7,32.9,47.6,21.1,37,412.51
6/14/2026,3:53:31 PM,98,17.75049,-64.61602,33.7,32.8,47.6,21.1,37,360.89
6/14/2026,3:53:32 PM,99,17.75048,-64.61603,33.7,32.6,47.6,21,37,438.89
6/14/2026,3:53:33 PM,100,17.75047,-64.61602,33.7,32.8,47.6,21,37,420.36
6/14/2026,3:53:34 PM,101,17.75046,-64.61603,33.7,32.8,47.6,21,37,467.73
6/14/2026,3:53:35 PM,102,17.75046,-64.61603,33.7,32.6,47.6,21,37,611.75
6/14/2026,3:53:36 PM,103,17.75045,-64.61603,33.7,32.9,47.6,21,36.9,516.99
6/14/2026,3:53:37 PM,104,17.75044,-64.61603,33.7,32.7,47.6,21,37,684.75
6/14/2026,3:53:38 PM,105,17.75043,-64.61604,33.7,32.7,47.6,21,37,838.22
6/14/2026,3:53:39 PM,106,17.75042,-64.61604,33.7,32.9,47.6,21,37,1017.07
6/14/2026,3:53:40 PM,107,17.75040,-64.61605,33.7,32.6,47.6,21,37,808.97
6/14/2026,3:53:41 PM,108,17.75040,-64.61606,33.7,32.6,47.6,21,36.9,807.51
6/14/2026,3:53:42 PM,109,17.75039,-64.61607,33.7,32.8,47.6,21,37,513.56
6/14/2026,3:53:43 PM,110,17.75037,-64.61607,33.7,32.6,47.5,21,37,783.25
6/14/2026,3:53:44 PM,111,17.75036,-64.61607,33.7,32.7,47.5,21,36.9,864.89
6/14/2026,3:53:45 PM,112,17.75035,-64.61608,33.7,32.6,47.5,21,36.9,890.81
6/14/2026,3:53:46 PM,113,17.75035,-64.61609,33.7,32.7,47.5,21,36.9,830.81
6/14/2026,3:53:47 PM,114,17.75034,-64.61609,33.7,32.8,47.5,21,36.9,949.75
6/14/2026,3:53:48 PM,115,17.75033,-64.61610,33.7,32.7,47.5,21,36.9,871.58
6/14/2026,3:53:49 PM,116,17.75032,-64.61610,33.7,32.5,47.5,21,36.9,876.29
6/14/2026,3:53:50 PM,117,17.75030,-64.61611,33.7,32.5,47.5,21,36.9,880.12
6/14/2026,3:53:51 PM,118,17.75028,-64.61612,33.7,32.7,47.5,21,36.9,909.47
6/14/2026,3:53:52 PM,119,17.75027,-64.61612,33.7,32.7,47.5,21,36.9,994.89
6/14/2026,3:53:53 PM,120,17.75025,-64.61613,33.7,32.5,47.5,21,36.9,1074.34
6/14/2026,3:53:54 PM,121,17.75024,-64.61613,33.7,32.5,47.5,21,36.9,841.5
6/14/2026,3:53:55 PM,122,17.75023,-64.61614,33.7,32.5,47.5,21,36.9,806.73
6/14/2026,3:53:56 PM,123,17.75022,-64.61615,33.7,32.5,47.5,21,36.9,721.86
6/14/2026,3:53:57 PM,124,17.75020,-64.61615,33.7,32.7,47.5,21,36.9,1004.64
6/14/2026,3:53:58 PM,125,17.75019,-64.61616,33.7,32.7,47.5,21,36.9,773.37
6/14/2026,3:53:59 PM,126,17.75018,-64.61617,33.7,32.6,47.5,21,36.9,906.31
6/14/2026,3:54:00 PM,127,17.75017,-64.61617,33.7,32.7,47.5,21,36.9,932.18
6/14/2026,3:54:01 PM,128,17.75015,-64.61618,33.7,32.5,47.5,21,36.9,1126.53
6/14/2026,3:54:02 PM,129,17.75014,-64.61619,33.7,32.7,47.5,21,36.9,1126.68
6/14/2026,3:54:03 PM,130,17.75012,-64.61619,33.7,32.6,47.5,21,36.9,1146.74
6/14/2026,3:54:04 PM,131,17.75011,-64.61620,33.7,32.4,47.5,21,36.9,1200.84
6/14/2026,3:54:05 PM,132,17.75010,-64.61620,33.7,32.6,47.5,21,36.9,1070.29
6/14/2026,3:54:06 PM,133,17.75009,-64.61621,33.7,32.6,47.5,21,36.9,1051.7
6/14/2026,3:54:07 PM,134,17.75007,-64.61621,33.7,32.5,47.5,21,36.9,1263.15
6/14/2026,3:54:08 PM,135,17.75006,-64.61622,33.7,32.5,47.5,21,36.9,1121.81
6/14/2026,3:54:09 PM,136,17.75005,-64.61623,33.7,32.8,47.5,21,36.9,795.01
6/14/2026,3:54:10 PM,137,17.75004,-64.61623,33.7,32.9,47.5,21,36.9,983.01
6/14/2026,3:54:11 PM,138,17.75003,-64.61623,33.7,32.6,47.5,21,36.9,820.79
6/14/2026,3:54:12 PM,139,17.75002,-64.61624,33.7,32.4,47.5,21,36.9,1060.57
6/14/2026,3:54:13 PM,140,17.75000,-64.61625,33.7,32.6,47.5,21,36.9,1135.62
6/14/2026,3:54:14 PM,141,17.74999,-64.61625,33.7,32.7,47.5,21,36.9,1138.98
6/14/2026,3:54:15 PM,142,17.74998,-64.61624,33.7,32.4,47.5,21,36.9,1196.76
6/14/2026,3:54:16 PM,143,17.74997,-64.61624,33.7,32.7,47.5,21,36.9,1147.09
6/14/2026,3:54:17 PM,144,17.74996,-64.61624,33.7,32.7,47.5,21,36.9,1187.34
6/14/2026,3:54:18 PM,145,17.74994,-64.61624,33.7,32.6,47.5,21,36.9,1197.04
6/14/2026,3:54:19 PM,146,17.74993,-64.61624,33.7,32.7,47.5,21,37,1175.93
6/14/2026,3:54:20 PM,147,17.74991,-64.61624,33.7,32.6,47.5,21,36.9,1126.46
6/14/2026,3:54:21 PM,148,17.74990,-64.61625,33.7,32.7,47.6,21,37,1078.18
6/14/2026,3:54:22 PM,149,17.74989,-64.61625,33.7,32.5,47.6,21,37,1203.82
6/14/2026,3:54:23 PM,150,17.74988,-64.61626,33.7,32.6,47.6,21,37,1132.01
6/14/2026,3:54:24 PM,151,17.74986,-64.61626,33.7,32.7,47.6,21,37,230.3
6/14/2026,3:54:25 PM,152,17.74985,-64.61627,33.7,32.7,47.6,21,37,266.45
6/14/2026,3:54:26 PM,153,17.74984,-64.61627,33.7,32.7,47.6,21,37,129.52
6/14/2026,3:54:27 PM,154,17.74983,-64.61628,33.7,32.7,47.7,21,37,184.64
6/14/2026,3:54:28 PM,155,17.74982,-64.61628,33.7,32.8,47.7,21.1,37,290.82
6/14/2026,3:54:29 PM,156,17.74981,-64.61628,33.7,32.7,47.7,21,37,191.97
6/14/2026,3:54:30 PM,157,17.74979,-64.61627,33.7,32.7,47.7,21,37,223.95
6/14/2026,3:54:31 PM,158,17.74978,-64.61627,33.7,32.8,47.7,21.1,37,110.29
6/14/2026,3:54:32 PM,159,17.74976,-64.61627,33.7,32.7,47.7,21.1,37,93.64
6/14/2026,3:54:33 PM,160,17.74975,-64.61627,33.7,32.8,47.7,21.1,37,136.27
6/14/2026,3:54:34 PM,161,17.74974,-64.61627,33.7,32.8,47.7,21,36.9,146.95
6/14/2026,3:54:35 PM,162,17.74973,-64.61627,33.7,32.8,47.7,21,36.9,172.77
6/14/2026,3:54:36 PM,163,17.74971,-64.61627,33.7,32.8,47.7,21,36.9,250.43
6/14/2026,3:54:37 PM,164,17.74970,-64.61626,33.7,32.6,47.7,21,36.9,321.42
6/14/2026,3:54:38 PM,165,17.74969,-64.61626,33.7,32.6,47.7,21,36.9,367.68
6/14/2026,3:54:39 PM,166,17.74967,-64.61626,33.7,32.6,47.7,21,36.9,191.64
6/14/2026,3:54:40 PM,167,17.74966,-64.61625,33.6,32.6,47.7,21,36.9,323.01
6/14/2026,3:54:41 PM,168,17.74965,-64.61625,33.6,32.6,47.7,21,36.9,345.07
6/14/2026,3:54:42 PM,169,17.74963,-64.61624,33.6,32.7,47.7,21,36.9,839.9
6/14/2026,3:54:43 PM,170,17.74962,-64.61624,33.7,32.7,47.7,21,36.9,725.01
6/14/2026,3:54:44 PM,171,17.74962,-64.61623,33.6,32.9,47.7,21,36.9,766.61
6/14/2026,3:54:45 PM,172,17.74960,-64.61622,33.7,32.6,47.7,21,36.9,925.78
6/14/2026,3:54:46 PM,173,17.74960,-64.61622,33.7,32.5,47.7,21,36.9,945.15
6/14/2026,3:54:47 PM,174,17.74959,-64.61621,33.6,32.8,47.7,21,36.9,880.84
6/14/2026,3:54:48 PM,175,17.74958,-64.61620,33.6,32.9,47.7,21,36.9,987.88
6/14/2026,3:54:49 PM,176,17.74956,-64.61621,33.7,32.7,47.7,21,36.9,1142.6
6/14/2026,3:54:50 PM,177,17.74955,-64.61621,33.7,32.8,47.7,21,36.9,1336.4
6/14/2026,3:54:51 PM,178,17.74954,-64.61622,33.7,32.7,47.8,21.1,37,1187.2
6/14/2026,3:54:52 PM,179,17.74952,-64.61622,33.7,32.6,47.8,21.1,37,1119.87
6/14/2026,3:54:53 PM,180,17.74952,-64.61621,33.7,32.8,47.7,21.1,37,1150.92
6/14/2026,3:54:54 PM,181,17.74950,-64.61621,33.7,32.8,47.8,21.1,37,1145.43
6/14/2026,3:54:55 PM,182,17.74949,-64.61621,33.7,32.7,47.8,21.1,37,961.68
6/14/2026,3:54:56 PM,183,17.74948,-64.61620,33.7,32.8,47.8,21.1,37,975.75
6/14/2026,3:54:57 PM,184,17.74947,-64.61620,33.7,32.9,47.8,21.1,37,741.58
6/14/2026,3:54:58 PM,185,17.74946,-64.61619,33.7,32.7,47.8,21.1,37,732.69
6/14/2026,3:54:59 PM,186,17.74945,-64.61619,33.7,32.8,47.8,21.1,37,456.74
6/14/2026,3:55:00 PM,187,17.74943,-64.61619,33.7,32.7,47.8,21.1,37,356.05
6/14/2026,3:55:01 PM,188,17.74942,-64.61619,33.7,32.8,47.8,21.1,37,361.14
6/14/2026,3:55:02 PM,189,17.74941,-64.61620,33.7,32.8,47.8,21.1,37,420.92
6/14/2026,3:55:03 PM,190,17.74940,-64.61620,33.7,32.7,47.8,21.1,37,415.92
6/14/2026,3:55:04 PM,191,17.74938,-64.61621,33.6,32.8,47.8,21,37,401.44
6/14/2026,3:55:05 PM,192,17.74937,-64.61621,33.7,32.7,47.8,21.1,36.9,360.64
6/14/2026,3:55:06 PM,193,17.74936,-64.61622,33.7,32.9,47.7,21,36.9,398.43
6/14/2026,3:55:07 PM,194,17.74935,-64.61622,33.7,32.7,47.7,21,36.9,417.41
6/14/2026,3:55:08 PM,195,17.74934,-64.61623,33.6,32.6,47.7,21,36.9,475.45
6/14/2026,3:55:09 PM,196,17.74933,-64.61624,33.6,32.6,47.7,21,36.9,851.58
6/14/2026,3:55:10 PM,197,17.74932,-64.61624,33.6,32.6,47.7,21,36.9,444.26
6/14/2026,3:55:11 PM,198,17.74931,-64.61625,33.7,32.5,47.7,21,36.9,600.36
6/14/2026,3:55:12 PM,199,17.74929,-64.61625,33.6,32.6,47.7,21,36.9,810.64
6/14/2026,3:55:13 PM,200,17.74928,-64.61626,33.6,32.5,47.7,21,36.9,921.36
6/14/2026,3:55:14 PM,201,17.74927,-64.61627,33.6,32.7,47.7,21,36.9,872.97
6/14/2026,3:55:15 PM,202,17.74926,-64.61628,33.7,32.7,47.7,21,36.9,923.25
6/14/2026,3:55:16 PM,203,17.74925,-64.61629,33.6,32.8,47.7,21,36.9,925.65
6/14/2026,3:55:17 PM,204,17.74924,-64.61630,33.7,32.8,47.7,21,36.9,914.9
6/14/2026,3:55:18 PM,205,17.74923,-64.61630,33.7,32.8,47.7,21,36.9,796.14
6/14/2026,3:55:19 PM,206,17.74922,-64.61631,33.7,32.5,47.7,21,36.9,628.94
6/14/2026,3:55:20 PM,207,17.74921,-64.61632,33.7,32.6,47.7,21,36.9,618.97
6/14/2026,3:55:21 PM,208,17.74921,-64.61633,33.7,32.6,47.7,21,36.9,606.58
6/14/2026,3:55:22 PM,209,17.74921,-64.61634,33.7,32.6,47.7,21,36.9,422.62
6/14/2026,3:55:23 PM,210,17.74921,-64.61635,33.6,32.7,47.7,21,36.9,335.61
6/14/2026,3:55:24 PM,211,17.74922,-64.61635,33.7,32.6,47.7,21,36.9,362.68
6/14/2026,3:55:25 PM,212,17.74924,-64.61635,33.6,32.8,47.7,21,36.9,434.7
6/14/2026,3:55:26 PM,213,17.74925,-64.61634,33.6,32.6,47.7,21,36.9,600.59
6/14/2026,3:55:27 PM,214,17.74926,-64.61634,33.6,32.8,47.7,21,36.9,819.34
6/14/2026,3:55:28 PM,215,17.74926,-64.61634,33.6,32.8,47.8,21,36.9,1044.74
6/14/2026,3:55:29 PM,216,17.74926,-64.61633,33.7,32.8,47.7,21,36.9,1062.9
6/14/2026,3:55:30 PM,217,17.74925,-64.61632,33.7,32.7,47.7,21,36.9,1063.57
6/14/2026,3:55:31 PM,218,17.74925,-64.61632,33.7,32.9,47.8,21.1,36.9,1080.62
6/14/2026,3:55:32 PM,219,17.74925,-64.61632,33.7,32.8,47.8,21.1,37,1106.9
6/14/2026,3:55:33 PM,220,17.74925,-64.61632,33.7,32.8,47.8,21.1,37,1265.6
6/14/2026,3:55:34 PM,221,17.74925,-64.61632,33.7,32.9,47.8,21.1,37,1068.49
6/14/2026,3:55:35 PM,222,17.74925,-64.61632,33.7,32.8,47.8,21.1,37,948.15
6/14/2026,3:55:36 PM,223,17.74925,-64.61632,33.7,32.8,47.8,21.1,37,966.93
6/14/2026,3:55:37 PM,224,17.74924,-64.61632,33.7,32.8,47.8,21.1,37,1042.54
6/14/2026,3:55:38 PM,225,17.74924,-64.61632,33.7,32.8,47.8,21.1,37,827.94
6/14/2026,3:55:39 PM,226,17.74924,-64.61632,33.7,32.9,47.8,21.1,37,396.24
6/14/2026,3:55:40 PM,227,17.74923,-64.61632,33.7,33,47.8,21.1,37,249.78
6/14/2026,3:55:41 PM,228,17.74923,-64.61632,33.7,32.9,47.8,21.1,37,218.19
6/14/2026,3:55:42 PM,229,17.74923,-64.61632,33.7,32.9,47.8,21.1,37,214.21
6/14/2026,3:55:43 PM,230,17.74923,-64.61632,33.7,32.9,47.8,21.1,37,180.26
6/14/2026,3:55:44 PM,231,17.74923,-64.61632,33.7,32.8,47.8,21.1,37,175.47
6/14/2026,3:55:45 PM,232,17.74923,-64.61632,33.7,32.9,47.8,21.1,37,187.25
6/14/2026,3:55:46 PM,233,17.74923,-64.61632,33.7,32.9,47.8,21.1,37,210.1
6/14/2026,3:55:47 PM,234,17.74924,-64.61632,33.7,32.9,47.8,21.1,37,179.61
6/14/2026,3:55:48 PM,235,17.74924,-64.61632,33.7,32.9,47.8,21.1,37,206.11
6/14/2026,3:55:49 PM,236,17.74923,-64.61632,33.6,32.9,47.8,21.1,36.9,173.05
6/14/2026,3:55:50 PM,237,17.74924,-64.61632,33.7,32.9,47.9,21.1,37,162.09
6/14/2026,3:55:51 PM,238,17.74924,-64.61632,33.6,32.8,47.9,21.1,37,161.27
6/14/2026,3:55:52 PM,239,17.74924,-64.61632,33.7,32.8,47.9,21.1,37,161.55
6/14/2026,3:55:53 PM,240,17.74924,-64.61632,33.6,33,47.9,21.1,37,162.17
6/14/2026,3:55:54 PM,241,17.74924,-64.61632,33.6,32.8,47.9,21.1,37,163.14
6/14/2026,3:55:55 PM,242,17.74924,-64.61632,33.6,32.8,47.9,21.1,36.9,167.75
6/14/2026,3:55:56 PM,243,17.74924,-64.61632,33.6,32.8,47.9,21.1,37,180.28
6/14/2026,3:55:57 PM,244,17.74924,-64.61632,33.7,32.9,47.9,21.1,37,192.49
6/14/2026,3:55:58 PM,245,17.74924,-64.61631,33.6,32.9,47.9,21.1,37,202.53
6/14/2026,3:55:59 PM,246,17.74924,-64.61631,33.6,32.9,47.9,21.1,36.9,196.22
6/14/2026,3:56:00 PM,247,17.74924,-64.61631,33.6,32.8,47.9,21.1,36.9,168.69
6/14/2026,3:56:01 PM,248,17.74924,-64.61631,33.6,32.8,47.9,21.1,37,146.27
6/14/2026,3:56:02 PM,249,17.74924,-64.61631,33.6,32.9,47.9,21.1,37,147.8
6/14/2026,3:56:03 PM,250,17.74925,-64.61631,33.6,32.9,48,21.1,37,190.02
6/14/2026,3:56:04 PM,251,17.74925,-64.61632,33.6,33,47.9,21.1,37,164.83
6/14/2026,3:56:05 PM,252,17.74925,-64.61632,33.6,32.9,48,21.1,37,182.8
6/14/2026,3:56:06 PM,253,17.74925,-64.61632,33.6,32.7,47.9,21.1,36.9,226.55
6/14/2026,3:56:07 PM,254,17.74926,-64.61633,33.6,32.7,47.9,21.1,36.9,242.03
6/14/2026,3:56:08 PM,255,17.74926,-64.61634,33.6,32.9,47.9,21.1,37,288.99
6/14/2026,3:56:09 PM,256,17.74927,-64.61635,33.6,32.8,47.9,21.1,36.9,254.62
6/14/2026,3:56:10 PM,257,17.74927,-64.61635,33.6,32.8,47.9,21.1,36.9,254.98
6/14/2026,3:56:11 PM,258,17.74928,-64.61635,33.6,32.7,47.9,21.1,36.9,267.66
6/14/2026,3:56:12 PM,259,17.74929,-64.61635,33.6,32.9,47.9,21.1,36.9,241.05
6/14/2026,3:56:13 PM,260,17.74930,-64.61636,33.6,32.7,47.9,21.1,36.9,280.2
6/14/2026,3:56:14 PM,261,17.74930,-64.61637,33.6,32.7,47.9,21.1,36.9,281.24
6/14/2026,3:56:15 PM,262,17.74931,-64.61637,33.6,32.8,47.9,21.1,36.9,235.51
6/14/2026,3:56:16 PM,263,17.74931,-64.61637,33.6,32.7,47.9,21.1,36.9,197.48
6/14/2026,3:56:17 PM,264,17.74931,-64.61638,33.6,32.8,47.9,21.1,36.9,187.67
6/14/2026,3:56:18 PM,265,17.74931,-64.61638,33.6,32.9,47.9,21.1,36.9,166.8
6/14/2026,3:56:19 PM,266,17.74931,-64.61638,33.6,32.9,47.9,21.1,36.9,154.16
