Date,Time,Elapsed Seconds,Latitude,Longitude,Temperature Probe-Temperature (&#x2103;),Humidity-Humidity (%RH),Heat Index-Heat Index (&#x2103;),Dew Point-Dew Point (&#x2103;),Ambient Light Intensity-Light (lux)
6/14/2026,12:04:16 PM,92,17.75093,-64.63282,31,51.9,35.6,21.3,358.34
6/14/2026,12:04:17 PM,93,17.75094,-64.63283,31.1,51.8,35.6,21.3,371.69
6/14/2026,12:04:18 PM,94,17.75095,-64.63284,31.2,51.9,35.6,21.3,395.66
6/14/2026,12:04:19 PM,95,17.75096,-64.63285,31.2,52,35.7,21.3,420.93
6/14/2026,12:04:20 PM,96,17.75096,-64.63286,31.2,52,35.7,21.3,415.72
6/14/2026,12:04:21 PM,97,17.75097,-64.63286,31.4,52,35.7,21.3,457.49
6/14/2026,12:04:22 PM,98,17.75099,-64.63287,31.3,52,35.7,21.3,524.06
6/14/2026,12:04:23 PM,99,17.75099,-64.63288,31.3,52,35.7,21.3,434.8
6/14/2026,12:04:24 PM,100,17.75100,-64.63289,31.3,52,35.7,21.3,429.48
6/14/2026,12:04:25 PM,101,17.75101,-64.63290,31.3,52,35.7,21.3,472.12
6/14/2026,12:04:26 PM,102,17.75102,-64.63291,31.5,52,35.7,21.3,561.02
6/14/2026,12:04:27 PM,103,17.75103,-64.63291,31.2,52,35.7,21.3,581.03
6/14/2026,12:04:28 PM,104,17.75103,-64.63292,31.4,52,35.7,21.3,546.81
6/14/2026,12:04:29 PM,105,17.75104,-64.63292,31.2,52,35.7,21.3,523.68
6/14/2026,12:04:30 PM,106,17.75105,-64.63293,31.3,52,35.7,21.3,523.82
6/14/2026,12:04:31 PM,107,17.75106,-64.63294,31.4,52,35.7,21.3,543.25
6/14/2026,12:04:32 PM,108,17.75107,-64.63295,31.4,52,35.7,21.3,527.11
6/14/2026,12:04:33 PM,109,17.75108,-64.63295,31.6,52,35.7,21.3,541.7
6/14/2026,12:04:34 PM,110,17.75108,-64.63296,31.4,52,35.7,21.3,508.01
6/14/2026,12:04:35 PM,111,17.75109,-64.63296,31.5,52,35.7,21.3,492.39
6/14/2026,12:04:36 PM,112,17.75109,-64.63297,31.6,52,35.7,21.3,478.01
6/14/2026,12:04:37 PM,113,17.75110,-64.63297,31.6,51.9,35.7,21.3,442.81
6/14/2026,12:04:38 PM,114,17.75110,-64.63298,31.4,51.9,35.7,21.3,489.45
6/14/2026,12:04:39 PM,115,17.75111,-64.63299,31.5,51.9,35.7,21.3,474.82
6/14/2026,12:04:40 PM,116,17.75112,-64.63300,31.6,51.9,35.7,21.3,505.1
6/14/2026,12:04:41 PM,117,17.75112,-64.63301,31.6,51.8,35.6,21.3,447.14
6/14/2026,12:04:42 PM,118,17.75113,-64.63301,31.3,51.8,35.7,21.3,471.46
6/14/2026,12:04:43 PM,119,17.75114,-64.63302,31.6,51.8,35.7,21.3,447.69
6/14/2026,12:04:44 PM,120,17.75115,-64.63303,31.6,51.8,35.7,21.3,474.84
6/14/2026,12:04:45 PM,121,17.75116,-64.63303,31.5,51.9,35.7,21.3,522.68
6/14/2026,12:04:46 PM,122,17.75117,-64.63303,31.6,51.9,35.7,21.3,530.77
6/14/2026,12:04:47 PM,123,17.75118,-64.63304,31.5,51.8,35.7,21.3,533.14
6/14/2026,12:04:48 PM,124,17.75118,-64.63305,31.5,51.8,35.7,21.3,557.58
6/14/2026,12:04:49 PM,125,17.75119,-64.63305,31.5,51.8,35.7,21.3,512.38
6/14/2026,12:04:50 PM,126,17.75120,-64.63305,31.4,51.8,35.7,21.3,596.96
6/14/2026,12:04:51 PM,127,17.75121,-64.63306,31.3,51.8,35.7,21.3,583.31
6/14/2026,12:04:52 PM,128,17.75122,-64.63306,31.5,51.8,35.7,21.3,604.98
6/14/2026,12:04:53 PM,129,17.75122,-64.63307,31.3,51.7,35.6,21.2,631.68
6/14/2026,12:04:54 PM,130,17.75122,-64.63307,31.2,51.8,35.6,21.3,640.01
6/14/2026,12:04:55 PM,131,17.75123,-64.63307,31.3,51.8,35.7,21.3,602.18
6/14/2026,12:04:56 PM,132,17.75124,-64.63307,31.4,51.8,35.7,21.3,606.71
6/14/2026,12:04:57 PM,133,17.75124,-64.63307,31.4,51.8,35.6,21.3,612.8
6/14/2026,12:04:58 PM,134,17.75124,-64.63307,31.5,51.8,35.7,21.3,583.39
6/14/2026,12:04:59 PM,135,17.75124,-64.63307,31.5,51.8,35.7,21.3,529.39
6/14/2026,12:05:00 PM,136,17.75125,-64.63308,31.5,51.8,35.7,21.3,675.25
6/14/2026,12:05:01 PM,137,17.75125,-64.63308,31.6,51.8,35.7,21.3,731.72
6/14/2026,12:05:02 PM,138,17.75126,-64.63309,31.6,51.8,35.7,21.3,769.81
6/14/2026,12:05:03 PM,139,17.75126,-64.63310,31.2,51.8,35.7,21.3,561.59
6/14/2026,12:05:04 PM,140,17.75126,-64.63311,31.7,51.8,35.7,21.3,763
6/14/2026,12:05:05 PM,141,17.75126,-64.63312,31.6,51.9,35.7,21.3,739.28
6/14/2026,12:05:06 PM,142,17.75126,-64.63313,31.6,51.9,35.7,21.3,630.97
6/14/2026,12:05:07 PM,143,17.75126,-64.63314,31.6,51.9,35.7,21.3,639.04
6/14/2026,12:05:08 PM,144,17.75126,-64.63315,31.6,51.8,35.7,21.3,427.71
6/14/2026,12:05:09 PM,145,17.75127,-64.63316,31.6,51.9,35.7,21.3,450.33
6/14/2026,12:05:10 PM,146,17.75128,-64.63317,31.4,51.8,35.7,21.3,518.44
6/14/2026,12:05:11 PM,147,17.75129,-64.63318,31.6,51.7,35.7,21.3,237.63
6/14/2026,12:05:12 PM,148,17.75130,-64.63319,31.4,51.7,35.7,21.3,290.16
6/14/2026,12:05:13 PM,149,17.75130,-64.63320,31.5,51.7,35.7,21.3,217.28
6/14/2026,12:05:14 PM,150,17.75130,-64.63321,31.6,51.8,35.7,21.3,256.17
6/14/2026,12:05:15 PM,151,17.75131,-64.63322,31.5,51.8,35.7,21.3,290.93
6/14/2026,12:05:16 PM,152,17.75130,-64.63322,31.6,51.8,35.7,21.3,286.59
6/14/2026,12:05:17 PM,153,17.75130,-64.63322,31.4,51.8,35.7,21.3,235
6/14/2026,12:05:18 PM,154,17.75129,-64.63323,31.6,51.8,35.7,21.3,204.37
6/14/2026,12:05:19 PM,155,17.75129,-64.63323,31.5,51.8,35.7,21.3,66.41
6/14/2026,12:05:20 PM,156,17.75129,-64.63323,31.4,51.9,35.7,21.3,60.24
6/14/2026,12:05:21 PM,157,17.75130,-64.63324,31.5,51.9,35.7,21.3,65.07
6/14/2026,12:05:22 PM,158,17.75130,-64.63324,31.6,51.9,35.7,21.3,64.54
6/14/2026,12:05:23 PM,159,17.75131,-64.63324,31.5,51.9,35.7,21.3,53.85
6/14/2026,12:05:24 PM,160,17.75132,-64.63325,31.6,51.9,35.7,21.3,59.44
6/14/2026,12:05:25 PM,161,17.75133,-64.63326,31.5,51.8,35.7,21.3,77.43
6/14/2026,12:05:26 PM,162,17.75134,-64.63327,31.3,51.7,35.7,21.3,78.36
6/14/2026,12:05:27 PM,163,17.75135,-64.63328,31.3,51.7,35.6,21.2,84.36
6/14/2026,12:05:28 PM,164,17.75135,-64.63329,31.4,51.7,35.7,21.3,154.46
6/14/2026,12:05:29 PM,165,17.75136,-64.63330,31.4,51.7,35.7,21.3,163.19
6/14/2026,12:05:30 PM,166,17.75137,-64.63330,31.3,51.8,35.7,21.3,104.87
6/14/2026,12:05:31 PM,167,17.75138,-64.63331,31.4,51.7,35.7,21.3,141.19
6/14/2026,12:05:32 PM,168,17.75138,-64.63331,31.4,51.7,35.7,21.3,172.58
6/14/2026,12:05:33 PM,169,17.75138,-64.63332,31.3,51.7,35.7,21.3,148.55
6/14/2026,12:05:34 PM,170,17.75138,-64.63333,31.2,51.8,35.7,21.3,201.84
6/14/2026,12:05:35 PM,171,17.75139,-64.63334,31.3,51.8,35.7,21.3,193.29
6/14/2026,12:05:36 PM,172,17.75139,-64.63335,31.5,51.8,35.7,21.3,154.04
6/14/2026,12:05:37 PM,173,17.75139,-64.63336,31.5,51.8,35.7,21.3,169.99
6/14/2026,12:05:38 PM,174,17.75139,-64.63337,31.3,51.7,35.7,21.2,221.32
6/14/2026,12:05:39 PM,175,17.75139,-64.63338,31.2,51.8,35.7,21.3,125.67
6/14/2026,12:05:40 PM,176,17.75139,-64.63339,31.1,51.8,35.7,21.3,116.32
6/14/2026,12:05:41 PM,177,17.75139,-64.63340,31.2,51.7,35.6,21.2,136.08
6/14/2026,12:05:42 PM,178,17.75139,-64.63340,31.2,51.7,35.7,21.3,113.5
6/14/2026,12:05:43 PM,179,17.75139,-64.63341,31.2,51.7,35.6,21.2,103.85
6/14/2026,12:05:44 PM,180,17.75139,-64.63342,31.1,51.6,35.6,21.2,134.53
6/14/2026,12:05:45 PM,181,17.75140,-64.63342,31.2,51.6,35.6,21.2,165.23
6/14/2026,12:05:46 PM,182,17.75140,-64.63343,31.2,51.5,35.6,21.2,116.56
6/14/2026,12:05:47 PM,183,17.75139,-64.63344,31,51.4,35.5,21.1,101.05
6/14/2026,12:05:48 PM,184,17.75138,-64.63345,30.9,51.5,35.5,21.1,87.56
6/14/2026,12:05:49 PM,185,17.75138,-64.63346,30.9,51.5,35.5,21.1,76.5
6/14/2026,12:05:50 PM,186,17.75138,-64.63346,31,51.5,35.5,21.1,69.15
6/14/2026,12:05:51 PM,187,17.75138,-64.63346,30.9,51.5,35.5,21.1,60.97
6/14/2026,12:05:52 PM,188,17.75139,-64.63346,31,51.5,35.5,21.2,67.22
6/14/2026,12:05:53 PM,189,17.75139,-64.63346,30.9,51.6,35.5,21.2,61.74
6/14/2026,12:05:54 PM,190,17.75139,-64.63346,30.8,51.6,35.5,21.2,59.98
6/14/2026,12:05:55 PM,191,17.75139,-64.63346,30.7,51.6,35.5,21.2,67.98
6/14/2026,12:05:56 PM,192,17.75139,-64.63346,31,51.6,35.5,21.2,76.28
6/14/2026,12:05:57 PM,193,17.75139,-64.63346,30.8,51.7,35.5,21.2,73.31
6/14/2026,12:05:58 PM,194,17.75139,-64.63345,30.8,51.7,35.6,21.2,64.53
6/14/2026,12:05:59 PM,195,17.75139,-64.63346,30.7,51.8,35.6,21.2,64.33
6/14/2026,12:06:00 PM,196,17.75139,-64.63346,30.6,51.8,35.5,21.2,47.74
6/14/2026,12:06:01 PM,197,17.75139,-64.63346,30.7,51.8,35.5,21.2,53.59
6/14/2026,12:06:02 PM,198,17.75139,-64.63346,30.8,51.8,35.5,21.2,69.73
6/14/2026,12:06:03 PM,199,17.75139,-64.63346,30.6,51.8,35.5,21.2,67.17
6/14/2026,12:06:04 PM,200,17.75139,-64.63345,30.7,51.8,35.5,21.2,59.72
6/14/2026,12:06:05 PM,201,17.75139,-64.63346,30.6,51.8,35.6,21.2,61.74
6/14/2026,12:06:06 PM,202,17.75139,-64.63346,30.5,51.8,35.5,21.2,56.77
6/14/2026,12:06:07 PM,203,17.75139,-64.63346,30.6,51.8,35.5,21.2,56.88
6/14/2026,12:06:08 PM,204,17.75139,-64.63347,30.5,51.8,35.5,21.2,57.05
6/14/2026,12:06:09 PM,205,17.75139,-64.63347,30.4,51.8,35.5,21.2,55.69
6/14/2026,12:06:10 PM,206,17.75139,-64.63347,30.2,51.9,35.5,21.2,61.09
6/14/2026,12:06:11 PM,207,17.75139,-64.63347,30.4,51.9,35.5,21.2,62.94
6/14/2026,12:06:12 PM,208,17.75139,-64.63347,30.5,51.8,35.5,21.2,60.41
6/14/2026,12:06:13 PM,209,17.75139,-64.63347,30.4,51.8,35.5,21.2,57.97
6/14/2026,12:06:14 PM,210,17.75139,-64.63347,30.4,51.8,35.4,21.2,62.03
6/14/2026,12:06:15 PM,211,17.75139,-64.63347,30.3,51.9,35.4,21.2,66.89
6/14/2026,12:06:16 PM,212,17.75139,-64.63347,30.2,51.9,35.5,21.2,64.09
6/14/2026,12:06:17 PM,213,17.75139,-64.63347,30.2,51.9,35.4,21.2,57.99
6/14/2026,12:06:18 PM,214,17.75139,-64.63347,30.2,51.9,35.4,21.2,52.36
6/14/2026,12:06:19 PM,215,17.75139,-64.63347,30.1,52,35.4,21.2,50.02
6/14/2026,12:06:20 PM,216,17.75139,-64.63347,30,52,35.4,21.2,53.15
6/14/2026,12:06:21 PM,217,17.75139,-64.63347,29.9,52,35.4,21.2,49.12
6/14/2026,12:06:22 PM,218,17.75139,-64.63347,30,52.1,35.4,21.2,55.91
6/14/2026,12:06:23 PM,219,17.75139,-64.63347,29.9,52.1,35.4,21.2,49.87
6/14/2026,12:06:24 PM,220,17.75139,-64.63347,30,52.1,35.4,21.2,50.65
6/14/2026,12:06:25 PM,221,17.75139,-64.63347,29.8,52.2,35.4,21.2,49.7
6/14/2026,12:06:26 PM,222,17.75139,-64.63347,29.9,52.3,35.4,21.2,97.03
6/14/2026,12:06:27 PM,223,17.75138,-64.63347,29.7,52.5,35.3,21.3,79.03
6/14/2026,12:06:28 PM,224,17.75138,-64.63347,29.9,52.6,35.4,21.3,114.55
6/14/2026,12:06:29 PM,225,17.75138,-64.63346,29.7,52.6,35.4,21.3,90.14
6/14/2026,12:06:30 PM,226,17.75138,-64.63346,29.8,52.5,35.4,21.3,86.28
6/14/2026,12:06:31 PM,227,17.75138,-64.63346,29.5,52.6,35.4,21.3,82
6/14/2026,12:06:32 PM,228,17.75138,-64.63346,29.5,52.7,35.4,21.3,93.62
6/14/2026,12:06:33 PM,229,17.75138,-64.63346,29.6,52.7,35.4,21.3,107.89
6/14/2026,12:06:34 PM,230,17.75138,-64.63346,29.6,52.7,35.4,21.3,131.6
6/14/2026,12:06:35 PM,231,17.75138,-64.63346,29.4,52.6,35.4,21.3,143.53
6/14/2026,12:06:36 PM,232,17.75138,-64.63346,29.6,52.7,35.4,21.3,174.09
6/14/2026,12:06:37 PM,233,17.75138,-64.63346,29.5,52.8,35.4,21.3,178.64
6/14/2026,12:06:38 PM,234,17.75137,-64.63346,29.5,52.8,35.3,21.3,150.81
6/14/2026,12:06:39 PM,235,17.75137,-64.63346,29.6,52.8,35.3,21.3,191.24
6/14/2026,12:06:40 PM,236,17.75137,-64.63346,29.5,52.7,35.3,21.3,212.03
6/14/2026,12:06:41 PM,237,17.75136,-64.63346,29.5,52.8,35.3,21.3,257.47
6/14/2026,12:06:42 PM,238,17.75136,-64.63346,29.4,52.8,35.3,21.3,153.61
6/14/2026,12:06:43 PM,239,17.75136,-64.63346,29.5,52.8,35.3,21.3,143.64
6/14/2026,12:06:44 PM,240,17.75136,-64.63348,29.4,52.8,35.3,21.3,166.86
6/14/2026,12:06:45 PM,241,17.75135,-64.63348,29.4,52.9,35.3,21.3,155.68
6/14/2026,12:06:46 PM,242,17.75134,-64.63350,29.5,52.9,35.3,21.3,148.59
6/14/2026,12:06:47 PM,243,17.75134,-64.63350,29.2,52.9,35.2,21.3,180.08
6/14/2026,12:06:48 PM,244,17.75134,-64.63351,29.4,53,35.2,21.3,158.61
6/14/2026,12:06:49 PM,245,17.75133,-64.63352,29.3,52.9,35.2,21.3,148.16
6/14/2026,12:06:50 PM,246,17.75133,-64.63352,29.3,52.9,35.2,21.3,168.48
6/14/2026,12:06:51 PM,247,17.75133,-64.63352,29.2,52.9,35.2,21.2,160.59
6/14/2026,12:06:52 PM,248,17.75133,-64.63352,29.3,53,35.2,21.3,306.58
6/14/2026,12:06:53 PM,249,17.75132,-64.63353,29.3,53,35.2,21.3,329.16
6/14/2026,12:06:54 PM,250,17.75132,-64.63353,29.4,53.1,35.2,21.3,231.59
6/14/2026,12:06:55 PM,251,17.75131,-64.63354,29.4,53.2,35.2,21.3,180.94
6/14/2026,12:06:56 PM,252,17.75130,-64.63354,29.3,53.1,35.2,21.3,208.24
6/14/2026,12:06:57 PM,253,17.75129,-64.63355,29.4,53.1,35.1,21.3,228.39
6/14/2026,12:06:58 PM,254,17.75128,-64.63356,29.4,53,35.1,21.2,227.68
6/14/2026,12:06:59 PM,255,17.75127,-64.63356,29.6,53,35.1,21.3,254.81
6/14/2026,12:07:00 PM,256,17.75126,-64.63357,29.3,53,35.1,21.2,254.25
6/14/2026,12:07:01 PM,257,17.75126,-64.63358,29.5,53,35.1,21.2,249.54
6/14/2026,12:07:02 PM,258,17.75125,-64.63359,29.3,52.9,35.1,21.2,232.17
6/14/2026,12:07:03 PM,259,17.75124,-64.63359,29.4,53,35.1,21.2,249.27
6/14/2026,12:07:04 PM,260,17.75124,-64.63360,29.4,53,35.1,21.2,269.28
6/14/2026,12:07:05 PM,261,17.75122,-64.63361,29.5,53.1,35.1,21.2,238.37
6/14/2026,12:07:06 PM,262,17.75121,-64.63361,29.4,53.2,35.1,21.3,234.63
6/14/2026,12:07:07 PM,263,17.75121,-64.63362,29.5,53.3,35.1,21.3,235.49
6/14/2026,12:07:08 PM,264,17.75120,-64.63363,29.5,53.3,35.1,21.3,242.68
6/14/2026,12:07:09 PM,265,17.75119,-64.63363,29.5,53.4,35.1,21.3,227.94
6/14/2026,12:07:10 PM,266,17.75117,-64.63364,29.4,53.5,35.1,21.3,174.77
6/14/2026,12:07:11 PM,267,17.75117,-64.63365,29.5,53.5,35.1,21.3,177.41
6/14/2026,12:07:12 PM,268,17.75117,-64.63365,29.5,53.5,35,21.3,174.77
6/14/2026,12:07:13 PM,269,17.75116,-64.63366,29.6,53.5,35,21.3,198.71
6/14/2026,12:07:14 PM,270,17.75116,-64.63366,29.5,53.5,35,21.3,198.78
6/14/2026,12:07:15 PM,271,17.75116,-64.63365,29.4,53.6,35,21.3,186.98
6/14/2026,12:07:16 PM,272,17.75116,-64.63365,29.5,53.6,35,21.3,162.9
6/14/2026,12:07:17 PM,273,17.75117,-64.63366,29.6,53.7,35,21.3,209.93
6/14/2026,12:07:18 PM,274,17.75116,-64.63366,29.6,53.7,35,21.3,193.21
6/14/2026,12:07:19 PM,275,17.75116,-64.63366,29.5,53.7,35,21.3,188.82
6/14/2026,12:07:20 PM,276,17.75115,-64.63366,29.7,53.7,34.9,21.3,186.84
6/14/2026,12:07:21 PM,277,17.75114,-64.63366,29.6,53.8,34.9,21.3,204.83
6/14/2026,12:07:22 PM,278,17.75113,-64.63367,29.7,53.7,34.9,21.3,227.51
6/14/2026,12:07:23 PM,279,17.75113,-64.63367,29.5,53.7,34.9,21.3,193.4
6/14/2026,12:07:24 PM,280,17.75112,-64.63367,29.6,53.7,34.9,21.3,165.49
6/14/2026,12:07:25 PM,281,17.75111,-64.63367,29.5,53.6,34.9,21.3,170.2
6/14/2026,12:07:26 PM,282,17.75110,-64.63367,29.8,53.6,34.9,21.2,155.19
