Date,Time,Elapsed Seconds,Temperature Probe-Temperature (&#x2103;),Ambient Light Intensity-Light (lux),Heat Index-Heat Index (&#x2103;),Dew Point-Dew Point (&#x2103;),Humidity-Humidity (%RH)
6/8/2026,10:55:25 AM,63.00,31.6,567.01,36.3,20.8,48
6/8/2026,10:55:26 AM,64.00,31.5,617.53,36.3,20.8,48
6/8/2026,10:55:27 AM,65.00,31.6,608.55,36.3,20.8,47.9
6/8/2026,10:55:28 AM,66.00,31.5,596.84,36.3,20.8,47.9
6/8/2026,10:55:29 AM,67.00,31.7,602.95,36.3,20.8,47.8
6/8/2026,10:55:30 AM,68.00,31.7,618.31,36.2,20.7,47.7
6/8/2026,10:55:31 AM,69.00,31.8,594.33,36.2,20.7,47.7
6/8/2026,10:55:32 AM,70.00,31.8,587.64,36.2,20.7,47.7
6/8/2026,10:55:33 AM,71.00,31.8,389.42,36.2,20.7,47.8
6/8/2026,10:55:34 AM,72.00,31.9,418.7,36.2,20.7,47.8
6/8/2026,10:55:35 AM,73.00,31.8,423.64,36.3,20.8,47.9
6/8/2026,10:55:36 AM,74.00,31.9,426.25,36.3,20.8,47.9
6/8/2026,10:55:37 AM,75.00,31.9,500.32,36.3,20.8,47.9
6/8/2026,10:55:38 AM,76.00,31.9,695.72,36.3,20.8,48
6/8/2026,10:55:39 AM,77.00,31.9,468.03,36.3,20.8,48
6/8/2026,10:55:40 AM,78.00,32,609.89,36.3,20.8,48
6/8/2026,10:55:41 AM,79.00,32,487.88,36.3,20.8,48
6/8/2026,10:55:42 AM,80.00,31.9,695.5,36.3,20.8,48
6/8/2026,10:55:43 AM,81.00,31.9,727.98,36.3,20.8,48
6/8/2026,10:55:44 AM,82.00,32,725.91,36.3,20.8,48.1
6/8/2026,10:55:45 AM,83.00,32,658.95,36.3,20.8,48.1
6/8/2026,10:55:46 AM,84.00,32,517.28,36.4,20.9,48.2
6/8/2026,10:55:47 AM,85.00,32,727.16,36.4,20.9,48.2
6/8/2026,10:55:48 AM,86.00,32.1,586.27,36.4,20.9,48.3
6/8/2026,10:55:49 AM,87.00,32.2,502.47,36.4,20.9,48.3
6/8/2026,10:55:50 AM,88.00,32.1,742.7,36.4,20.9,48.4
6/8/2026,10:55:51 AM,89.00,32.1,744.61,36.4,20.9,48.4
6/8/2026,10:55:52 AM,90.00,32,704.19,36.4,20.9,48.4
6/8/2026,10:55:53 AM,91.00,32.2,705.25,36.4,21,48.4
6/8/2026,10:55:54 AM,92.00,32.1,601.88,36.4,21,48.4
6/8/2026,10:55:55 AM,93.00,32.1,547.45,36.5,21,48.4
6/8/2026,10:55:56 AM,94.00,32.3,707.19,36.4,21,48.4
6/8/2026,10:55:57 AM,95.00,32,735.76,36.5,21,48.4
6/8/2026,10:55:58 AM,96.00,32.2,728.58,36.5,21,48.4
6/8/2026,10:55:59 AM,97.00,32.4,534.47,36.5,21,48.6
6/8/2026,10:56:00 AM,98.00,32.3,507.77,36.5,21,48.5
6/8/2026,10:56:01 AM,99.00,32.2,529.22,36.5,21,48.5
6/8/2026,10:56:02 AM,100.00,32.2,729.87,36.5,21,48.5
6/8/2026,10:56:03 AM,101.00,32.2,691.69,36.5,21,48.4
6/8/2026,10:56:04 AM,102.00,32.3,695.28,36.5,21,48.4
6/8/2026,10:56:05 AM,103.00,32.2,544.15,36.5,21,48.4
6/8/2026,10:56:06 AM,104.00,32.2,673.11,36.5,21,48.4
6/8/2026,10:56:07 AM,105.00,32.3,695.81,36.5,21,48.4
6/8/2026,10:56:08 AM,106.00,32.2,620.48,36.5,21,48.3
6/8/2026,10:56:09 AM,107.00,32.3,647,36.5,20.9,48.3
6/8/2026,10:56:10 AM,108.00,32.2,470.97,36.5,21,48.3
6/8/2026,10:56:11 AM,109.00,32.3,465.63,36.5,21,48.4
6/8/2026,10:56:12 AM,110.00,32.2,687.53,36.5,21,48.4
6/8/2026,10:56:13 AM,111.00,32.3,630.05,36.5,20.9,48.3
6/8/2026,10:56:14 AM,112.00,32.2,675.37,36.4,20.9,48.2
6/8/2026,10:56:15 AM,113.00,32.2,518.66,36.5,20.9,48.3
6/8/2026,10:56:16 AM,114.00,32.3,439.69,36.4,20.9,48.2
6/8/2026,10:56:17 AM,115.00,32.2,698.17,36.4,20.9,48.1
6/8/2026,10:56:18 AM,116.00,32.3,696.72,36.4,20.9,48
6/8/2026,10:56:19 AM,117.00,32,674.98,36.4,20.9,48
6/8/2026,10:56:20 AM,118.00,32.2,618.83,36.4,20.9,48
6/8/2026,10:56:21 AM,119.00,32.1,640.92,36.4,20.9,48
6/8/2026,10:56:22 AM,120.00,32.3,673.22,36.4,20.8,47.9
6/8/2026,10:56:23 AM,121.00,32.2,650.34,36.3,20.8,47.8
6/8/2026,10:56:24 AM,122.00,32.2,607.31,36.3,20.7,47.7
6/8/2026,10:56:25 AM,123.00,32.3,685.84,36.3,20.8,47.7
6/8/2026,10:56:26 AM,124.00,32.1,615.5,36.3,20.8,47.7
6/8/2026,10:56:27 AM,125.00,32.1,483,36.3,20.8,47.7
6/8/2026,10:56:28 AM,126.00,32.3,719.03,36.3,20.8,47.7
6/8/2026,10:56:29 AM,127.00,32.1,735.8,36.4,20.8,47.8
6/8/2026,10:56:30 AM,128.00,32.2,370.86,36.3,20.8,47.8
6/8/2026,10:56:31 AM,129.00,32.2,420.48,36.3,20.7,47.6
6/8/2026,10:56:32 AM,130.00,32.2,689.3,36.2,20.7,47.4
6/8/2026,10:56:33 AM,131.00,32.2,731.34,36.2,20.7,47.5
6/8/2026,10:56:34 AM,132.00,32.2,722.06,36.3,20.7,47.5
6/8/2026,10:56:35 AM,133.00,32.1,746.75,36.3,20.7,47.5
6/8/2026,10:56:36 AM,134.00,32.1,671.86,36.3,20.7,47.6
6/8/2026,10:56:37 AM,135.00,32.2,614.42,36.3,20.7,47.5
6/8/2026,10:56:38 AM,136.00,32.3,705.83,36.2,20.7,47.4
6/8/2026,10:56:39 AM,137.00,32.1,719.47,36.3,20.7,47.4
6/8/2026,10:56:40 AM,138.00,32.1,704.8,36.2,20.6,47.3
6/8/2026,10:56:41 AM,139.00,32.1,645.36,36.2,20.6,47.2
6/8/2026,10:56:42 AM,140.00,32.1,541.7,36.2,20.6,47.2
6/8/2026,10:56:43 AM,141.00,32.2,551.75,36.2,20.6,47.2
6/8/2026,10:56:44 AM,142.00,32.2,680.84,36.2,20.6,47.1
6/8/2026,10:56:45 AM,143.00,32.1,712.69,36.2,20.6,47.2
6/8/2026,10:56:46 AM,144.00,31.9,699.42,36.1,20.5,47.1
6/8/2026,10:56:47 AM,145.00,32,406.42,36.1,20.6,47.1
6/8/2026,10:56:48 AM,146.00,32,734.47,36.1,20.6,47.2
6/8/2026,10:56:49 AM,147.00,32,611.76,36.1,20.6,47.2
6/8/2026,10:56:50 AM,148.00,31.8,509.96,36.1,20.6,47.2
6/8/2026,10:56:51 AM,149.00,31.8,702.3,36.2,20.6,47.2
6/8/2026,10:56:52 AM,150.00,31.9,714.31,36.2,20.6,47.2
6/8/2026,10:56:53 AM,151.00,32,710.61,36.2,20.6,47.3
6/8/2026,10:56:54 AM,152.00,31.8,547.17,36.2,20.6,47.3
6/8/2026,10:56:55 AM,153.00,31.9,666.51,36.2,20.6,47.3
6/8/2026,10:56:56 AM,154.00,32,580.45,36.2,20.6,47.3
6/8/2026,10:56:57 AM,155.00,32,413.29,36.2,20.6,47.3
6/8/2026,10:56:58 AM,156.00,32.2,453.02,36.2,20.6,47.3
6/8/2026,10:56:59 AM,157.00,32,675.41,36.2,20.6,47.3
6/8/2026,10:57:00 AM,158.00,32,663.33,36.2,20.6,47.4
6/8/2026,10:57:01 AM,159.00,32,643.34,36.2,20.6,47.4
6/8/2026,10:57:02 AM,160.00,32,613.37,36.2,20.6,47.3
6/8/2026,10:57:03 AM,161.00,31.9,580.92,36.2,20.6,47.3
6/8/2026,10:57:04 AM,162.00,32,644.01,36.2,20.6,47.4
6/8/2026,10:57:05 AM,163.00,31.9,487.18,36.2,20.6,47.4
6/8/2026,10:57:06 AM,164.00,32,470.79,36.2,20.6,47.4
6/8/2026,10:57:07 AM,165.00,32,569.09,36.2,20.6,47.4
6/8/2026,10:57:08 AM,166.00,32.1,473.63,36.2,20.6,47.4
6/8/2026,10:57:09 AM,167.00,32.1,425.05,36.2,20.6,47.4
6/8/2026,10:57:10 AM,168.00,32.1,655.3,36.2,20.7,47.5
6/8/2026,10:57:11 AM,169.00,32.1,640.47,36.2,20.7,47.6
6/8/2026,10:57:12 AM,170.00,32,713.78,36.2,20.7,47.5
6/8/2026,10:57:13 AM,171.00,32.1,541.74,36.2,20.7,47.5
6/8/2026,10:57:14 AM,172.00,32,564.94,36.2,20.6,47.4
6/8/2026,10:57:15 AM,173.00,32.1,482.53,36.2,20.7,47.5
6/8/2026,10:57:16 AM,174.00,32.2,604.34,36.2,20.7,47.5
6/8/2026,10:57:17 AM,175.00,32.1,720.72,36.2,20.7,47.5
6/8/2026,10:57:18 AM,176.00,32.2,625.82,36.2,20.7,47.6
6/8/2026,10:57:19 AM,177.00,32,675.31,36.3,20.7,47.6
6/8/2026,10:57:20 AM,178.00,32.2,575.31,36.3,20.7,47.6
6/8/2026,10:57:21 AM,179.00,32,516.52,36.2,20.7,47.5
6/8/2026,10:57:22 AM,180.00,32.2,749.84,36.2,20.6,47.5
6/8/2026,10:57:23 AM,181.00,32,550.49,36.1,20.6,47.3
6/8/2026,10:57:24 AM,182.00,32.1,679.56,36.1,20.6,47.2
6/8/2026,10:57:25 AM,183.00,32,678.8,36.1,20.5,47.1
6/8/2026,10:57:26 AM,184.00,32,504.51,36.1,20.5,47.2
6/8/2026,10:57:27 AM,185.00,32.1,516.46,36,20.5,47
6/8/2026,10:57:28 AM,186.00,32,668.47,36,20.5,47
6/8/2026,10:57:29 AM,187.00,32,727.69,36,20.5,46.9
6/8/2026,10:57:30 AM,188.00,32,676.12,36,20.4,46.9
6/8/2026,10:57:31 AM,189.00,32,615.36,36,20.4,46.9
6/8/2026,10:57:32 AM,190.00,31.9,744.39,36,20.5,47
6/8/2026,10:57:33 AM,191.00,32,660.64,36.1,20.5,47.1
6/8/2026,10:57:34 AM,192.00,32,733.97,36.1,20.5,47.2
6/8/2026,10:57:35 AM,193.00,31.9,677.84,36.1,20.5,47.2
6/8/2026,10:57:36 AM,194.00,32,488.38,36,20.5,47.1
6/8/2026,10:57:37 AM,195.00,32,619.16,36,20.5,47.1
6/8/2026,10:57:38 AM,196.00,32,706.01,36,20.5,47
6/8/2026,10:57:39 AM,197.00,32.1,707,36,20.4,46.9
6/8/2026,10:57:40 AM,198.00,32,746.87,36,20.4,46.9
6/8/2026,10:57:41 AM,199.00,32,625.39,35.9,20.4,46.7
6/8/2026,10:57:42 AM,200.00,31.9,658.47,35.9,20.4,46.8
6/8/2026,10:57:43 AM,201.00,31.9,707.03,35.9,20.4,46.7
6/8/2026,10:57:44 AM,202.00,31.9,713.08,35.9,20.3,46.7
6/8/2026,10:57:45 AM,203.00,31.7,699.3,35.9,20.3,46.7
6/8/2026,10:57:46 AM,204.00,31.9,681.08,35.9,20.3,46.7
6/8/2026,10:57:47 AM,205.00,31.8,673.47,35.9,20.3,46.7
6/8/2026,10:57:48 AM,206.00,31.9,496.45,35.9,20.3,46.7
6/8/2026,10:57:49 AM,207.00,31.9,687.09,35.9,20.4,46.8
6/8/2026,10:57:50 AM,208.00,31.8,697.08,35.9,20.4,46.8
6/8/2026,10:57:51 AM,209.00,31.9,717.41,35.9,20.4,46.7
6/8/2026,10:57:52 AM,210.00,31.7,685.75,35.9,20.4,46.8
6/8/2026,10:57:53 AM,211.00,31.7,681.98,35.9,20.4,46.8
6/8/2026,10:57:54 AM,212.00,31.7,698.81,35.9,20.4,46.8
6/8/2026,10:57:55 AM,213.00,31.8,663.62,35.9,20.4,46.8
6/8/2026,10:57:56 AM,214.00,31.8,669.53,35.9,20.4,46.8
6/8/2026,10:57:57 AM,215.00,31.6,688.05,35.9,20.4,46.8
6/8/2026,10:57:58 AM,216.00,31.7,690.67,35.9,20.4,46.8
6/8/2026,10:57:59 AM,217.00,31.7,570.34,35.9,20.4,46.8
6/8/2026,10:58:00 AM,218.00,31.7,720.39,35.9,20.4,46.8
6/8/2026,10:58:01 AM,219.00,31.8,721.7,35.9,20.4,46.9
6/8/2026,10:58:02 AM,220.00,31.9,783.45,35.9,20.4,46.9
6/8/2026,10:58:03 AM,221.00,31.6,723.65,35.9,20.4,46.9
6/8/2026,10:58:04 AM,222.00,31.7,724.83,35.9,20.4,46.9
6/8/2026,10:58:05 AM,223.00,31.9,744.19,35.9,20.4,46.9
6/8/2026,10:58:06 AM,224.00,31.7,720.39,35.9,20.4,47
6/8/2026,10:58:07 AM,225.00,31.8,722.11,35.9,20.4,47
6/8/2026,10:58:08 AM,226.00,31.7,756.47,35.9,20.4,47
6/8/2026,10:58:09 AM,227.00,31.8,723.62,35.9,20.4,47
6/8/2026,10:58:10 AM,228.00,31.7,617.88,35.9,20.5,47.1
6/8/2026,10:58:11 AM,229.00,31.9,725.97,36,20.5,47.2
6/8/2026,10:58:12 AM,230.00,31.9,720.16,36,20.5,47.2
6/8/2026,10:58:13 AM,231.00,32,731.28,36,20.5,47.3
6/8/2026,10:58:14 AM,232.00,32,742.41,36,20.5,47.2
6/8/2026,10:58:15 AM,233.00,32,745.31,36,20.5,47.3
6/8/2026,10:58:16 AM,234.00,31.9,771.12,36,20.5,47.3
6/8/2026,10:58:17 AM,235.00,32,760.08,36,20.5,47.4
6/8/2026,10:58:18 AM,236.00,32,690.84,36,20.5,47.4
6/8/2026,10:58:19 AM,237.00,32.1,565.78,36,20.6,47.4
6/8/2026,10:58:20 AM,238.00,32.1,723.81,36,20.6,47.4
6/8/2026,10:58:21 AM,239.00,32.1,681.56,36,20.6,47.5
6/8/2026,10:58:22 AM,240.00,32.2,711.37,36,20.6,47.5
6/8/2026,10:58:23 AM,241.00,32.3,708.53,36.1,20.6,47.5
6/8/2026,10:58:24 AM,242.00,32.1,706.44,36,20.6,47.4
6/8/2026,10:58:25 AM,243.00,32.2,704.12,36.1,20.6,47.5
6/8/2026,10:58:26 AM,244.00,32.3,716.67,36.1,20.6,47.4
6/8/2026,10:58:27 AM,245.00,32.4,777.36,35.9,20.5,47.1
6/8/2026,10:58:28 AM,246.00,32.2,720.47,36,20.5,47.1
6/8/2026,10:58:29 AM,247.00,32.3,749.94,36,20.5,47.2
6/8/2026,10:58:30 AM,248.00,32.3,736.06,36,20.5,47.3
6/8/2026,10:58:31 AM,249.00,32.3,604.39,36,20.6,47.4
6/8/2026,10:58:32 AM,250.00,32.5,709.11,36,20.6,47.4
6/8/2026,10:58:33 AM,251.00,32.5,644.78,36,20.6,47.4
6/8/2026,10:58:34 AM,252.00,32.7,348.93,36,20.5,47.1
6/8/2026,10:58:35 AM,253.00,32.4,187.57,35.9,20.4,47
6/8/2026,10:58:36 AM,254.00,32.5,80.54,35.9,20.4,47
6/8/2026,10:58:37 AM,255.00,32.4,42.96,35.9,20.5,47.1
6/8/2026,10:58:38 AM,256.00,32.3,46.33,35.9,20.5,47.1
6/8/2026,10:58:39 AM,257.00,32.2,55.87,36,20.5,47.2
6/8/2026,10:58:40 AM,258.00,32.3,47.61,36,20.5,47.3
6/8/2026,10:58:41 AM,259.00,32.3,41.18,36,20.5,47.3
