Date,Time,Elapsed Seconds,Latitude,Longitude,Temperature Probe-Temperature (&#x2103;),Ambient Light Intensity-Light (lux),Heat Index-Heat Index (&#x2103;),Dew Point-Dew Point (&#x2103;),Humidity-Humidity (%RH)
6/10/2026,2:30:54 PM,24,17.75108,-64.73014,33.7,911.06,36.6,21.6,51.5
6/10/2026,2:30:55 PM,25,17.75109,-64.73013,33.7,930.56,36.6,21.7,51.5
6/10/2026,2:30:56 PM,26,17.75109,-64.73012,33.7,926.36,36.7,21.7,51.5
6/10/2026,2:30:57 PM,27,17.75110,-64.73011,33.8,777.36,36.7,21.7,51.5
6/10/2026,2:30:58 PM,28,17.75110,-64.73010,33.6,853,36.7,21.6,51.5
6/10/2026,2:30:59 PM,29,17.75111,-64.73009,33.8,879.4,36.7,21.7,51.4
6/10/2026,2:31:00 PM,30,17.75111,-64.73007,33.6,870.01,36.7,21.7,51.4
6/10/2026,2:31:01 PM,31,17.75111,-64.73007,33.5,869.04,36.7,21.7,51.4
6/10/2026,2:31:02 PM,32,17.75111,-64.73006,33.7,803.75,36.7,21.7,51.4
6/10/2026,2:31:03 PM,33,17.75112,-64.73006,33.6,858.7,36.7,21.6,51.4
6/10/2026,2:31:04 PM,34,17.75112,-64.73006,33.9,790.12,36.7,21.6,51.4
6/10/2026,2:31:05 PM,35,17.75112,-64.73006,33.8,425.88,36.7,21.6,51.4
6/10/2026,2:31:06 PM,36,17.75112,-64.73006,33.6,327.91,36.7,21.6,51.3
6/10/2026,2:31:07 PM,37,17.75112,-64.73006,33.6,489.82,36.7,21.6,51.3
6/10/2026,2:31:08 PM,38,17.75112,-64.73006,33.7,499.47,36.7,21.6,51.3
6/10/2026,2:31:09 PM,39,17.75112,-64.73005,33.6,474.79,36.7,21.6,51.3
6/10/2026,2:31:10 PM,40,17.75112,-64.73005,33.5,477.71,36.7,21.6,51.3
6/10/2026,2:31:11 PM,41,17.75112,-64.73005,33.5,532.47,36.7,21.6,51.3
6/10/2026,2:31:12 PM,42,17.75112,-64.73005,33.6,502.51,36.7,21.6,51.3
6/10/2026,2:31:13 PM,43,17.75112,-64.73005,33.5,539.7,36.7,21.6,51.3
6/10/2026,2:31:14 PM,44,17.75112,-64.73004,33.6,446.76,36.7,21.6,51.2
6/10/2026,2:31:15 PM,45,17.75113,-64.73004,33.7,255.03,36.7,21.6,51.2
6/10/2026,2:31:16 PM,46,17.75114,-64.73003,33.7,405.29,36.7,21.6,51.2
6/10/2026,2:31:17 PM,47,17.75115,-64.73003,33.6,259.36,36.7,21.6,51.2
6/10/2026,2:31:18 PM,48,17.75116,-64.73002,33.5,249.25,36.7,21.6,51.2
6/10/2026,2:31:19 PM,49,17.75117,-64.73002,33.7,425.71,36.7,21.6,51.2
6/10/2026,2:31:20 PM,50,17.75118,-64.73001,33.5,410.86,36.7,21.6,51.2
6/10/2026,2:31:21 PM,51,17.75119,-64.73000,33.5,360.77,36.7,21.6,51.1
6/10/2026,2:31:22 PM,52,17.75119,-64.72998,33.4,384.57,36.7,21.6,51.1
6/10/2026,2:31:23 PM,53,17.75119,-64.72997,33.3,318.96,36.7,21.6,51.1
6/10/2026,2:31:24 PM,54,17.75120,-64.72996,33.6,330.88,36.7,21.6,51
6/10/2026,2:31:25 PM,55,17.75120,-64.72995,33.5,311.47,36.7,21.6,51
6/10/2026,2:31:26 PM,56,17.75120,-64.72994,33.4,311.36,36.7,21.6,51
6/10/2026,2:31:27 PM,57,17.75121,-64.72993,33.4,337.23,36.7,21.6,51
6/10/2026,2:31:28 PM,58,17.75121,-64.72992,33.5,345.74,36.7,21.6,51
6/10/2026,2:31:29 PM,59,17.75121,-64.72991,33.6,350.13,36.7,21.6,51.1
6/10/2026,2:31:30 PM,60,17.75121,-64.72990,33.5,353.1,36.7,21.6,51
6/10/2026,2:31:31 PM,61,17.75121,-64.72989,33.5,366.59,36.7,21.6,51
6/10/2026,2:31:32 PM,62,17.75121,-64.72988,33.4,349.6,36.7,21.6,51
6/10/2026,2:31:33 PM,63,17.75120,-64.72987,33.4,336.71,36.7,21.6,51
6/10/2026,2:31:34 PM,64,17.75119,-64.72986,33.6,291.09,36.7,21.6,51
6/10/2026,2:31:35 PM,65,17.75119,-64.72984,33.2,187.6,36.7,21.6,50.9
6/10/2026,2:31:36 PM,66,17.75119,-64.72984,33.2,126.45,36.7,21.6,50.9
6/10/2026,2:31:37 PM,67,17.75118,-64.72982,33,110.94,36.7,21.6,50.9
6/10/2026,2:31:38 PM,68,17.75119,-64.72981,33.1,112.29,36.7,21.6,50.9
6/10/2026,2:31:39 PM,69,17.75119,-64.72980,33.1,101.09,36.7,21.6,50.9
6/10/2026,2:31:40 PM,70,17.75119,-64.72979,33,92.53,36.7,21.5,50.8
6/10/2026,2:31:41 PM,71,17.75119,-64.72978,33.1,89.9,36.7,21.5,50.8
6/10/2026,2:31:42 PM,72,17.75121,-64.72976,32.8,105.6,36.7,21.5,50.8
6/10/2026,2:31:43 PM,73,17.75121,-64.72975,32.8,88.58,36.7,21.5,50.7
6/10/2026,2:31:44 PM,74,17.75121,-64.72973,32.8,137.68,36.6,21.5,50.7
6/10/2026,2:31:45 PM,75,17.75121,-64.72973,32.7,105.95,36.6,21.5,50.7
6/10/2026,2:31:46 PM,76,17.75121,-64.72971,32.6,109.02,36.6,21.5,50.6
6/10/2026,2:31:47 PM,77,17.75121,-64.72970,32.5,110.53,36.6,21.5,50.6
6/10/2026,2:31:48 PM,78,17.75121,-64.72969,32.2,188.18,36.6,21.5,50.6
6/10/2026,2:31:49 PM,79,17.75121,-64.72968,32.4,241.22,36.6,21.5,50.6
6/10/2026,2:31:50 PM,80,17.75122,-64.72967,32.3,300.15,36.6,21.5,50.6
6/10/2026,2:31:51 PM,81,17.75122,-64.72966,32.3,372.14,36.6,21.5,50.6
6/10/2026,2:31:52 PM,82,17.75122,-64.72964,32.4,416.56,36.6,21.5,50.5
6/10/2026,2:31:53 PM,83,17.75123,-64.72963,32.3,436.74,36.6,21.5,50.5
6/10/2026,2:31:54 PM,84,17.75123,-64.72962,32.2,424.15,36.6,21.4,50.5
6/10/2026,2:31:55 PM,85,17.75123,-64.72961,32.3,526.35,36.6,21.4,50.4
6/10/2026,2:31:56 PM,86,17.75124,-64.72959,32.2,519.24,36.6,21.4,50.4
6/10/2026,2:31:57 PM,87,17.75124,-64.72958,32.4,504.35,36.6,21.4,50.4
6/10/2026,2:31:58 PM,88,17.75124,-64.72957,32.5,629.62,36.6,21.4,50.4
6/10/2026,2:31:59 PM,89,17.75125,-64.72956,32.3,698.12,36.6,21.4,50.4
6/10/2026,2:32:00 PM,90,17.75125,-64.72955,32.4,706.26,36.6,21.4,50.4
6/10/2026,2:32:01 PM,91,17.75125,-64.72954,32.6,700.56,36.6,21.4,50.4
6/10/2026,2:32:02 PM,92,17.75126,-64.72953,32.3,709.47,36.6,21.4,50.4
6/10/2026,2:32:03 PM,93,17.75126,-64.72952,32.3,754.73,36.6,21.4,50.4
6/10/2026,2:32:04 PM,94,17.75127,-64.72951,32.4,649.01,36.6,21.4,50.4
6/10/2026,2:32:05 PM,95,17.75127,-64.72951,32.5,736.33,36.6,21.4,50.4
6/10/2026,2:32:06 PM,96,17.75127,-64.72950,32.4,699.78,36.6,21.4,50.4
6/10/2026,2:32:07 PM,97,17.75128,-64.72948,32.6,682.61,36.6,21.4,50.3
6/10/2026,2:32:08 PM,98,17.75128,-64.72947,32.5,701.25,36.6,21.4,50.4
6/10/2026,2:32:09 PM,99,17.75128,-64.72946,32.5,673.66,36.6,21.4,50.4
6/10/2026,2:32:10 PM,100,17.75129,-64.72945,32.4,710.34,36.6,21.4,50.4
6/10/2026,2:32:11 PM,101,17.75129,-64.72943,32.4,645.16,36.6,21.4,50.4
6/10/2026,2:32:12 PM,102,17.75130,-64.72942,32.5,710.83,36.6,21.4,50.4
6/10/2026,2:32:13 PM,103,17.75130,-64.72941,32.5,684.8,36.6,21.4,50.4
6/10/2026,2:32:14 PM,104,17.75131,-64.72940,32.5,696.2,36.6,21.4,50.4
6/10/2026,2:32:15 PM,105,17.75131,-64.72939,32.3,695.81,36.6,21.4,50.4
6/10/2026,2:32:16 PM,106,17.75131,-64.72938,32.5,666.14,36.6,21.4,50.4
6/10/2026,2:32:17 PM,107,17.75131,-64.72937,32.7,718.31,36.6,21.4,50.4
6/10/2026,2:32:18 PM,108,17.75131,-64.72935,32.5,676.03,36.6,21.5,50.4
6/10/2026,2:32:19 PM,109,17.75131,-64.72934,32.4,643.56,36.6,21.4,50.4
6/10/2026,2:32:20 PM,110,17.75131,-64.72934,32.6,746.2,36.6,21.4,50.4
6/10/2026,2:32:21 PM,111,17.75131,-64.72932,32.5,769.37,36.6,21.4,50.4
6/10/2026,2:32:22 PM,112,17.75131,-64.72931,32.5,732.06,36.6,21.4,50.4
6/10/2026,2:32:23 PM,113,17.75130,-64.72930,32.5,755.97,36.6,21.4,50.4
6/10/2026,2:32:24 PM,114,17.75129,-64.72929,32.6,719.67,36.6,21.4,50.4
6/10/2026,2:32:25 PM,115,17.75128,-64.72929,32.7,712.11,36.6,21.4,50.4
6/10/2026,2:32:26 PM,116,17.75127,-64.72928,32.5,668.8,36.6,21.4,50.4
6/10/2026,2:32:27 PM,117,17.75126,-64.72928,32.4,701.17,36.6,21.4,50.4
6/10/2026,2:32:28 PM,118,17.75125,-64.72928,32.5,698.8,36.6,21.4,50.3
6/10/2026,2:32:29 PM,119,17.75124,-64.72927,32.6,757.08,36.6,21.4,50.3
6/10/2026,2:32:30 PM,120,17.75122,-64.72927,32.7,763,36.6,21.4,50.3
6/10/2026,2:32:31 PM,121,17.75121,-64.72926,32.4,730.3,36.6,21.4,50.3
6/10/2026,2:32:32 PM,122,17.75120,-64.72926,32.4,778.62,36.6,21.4,50.3
6/10/2026,2:32:33 PM,123,17.75119,-64.72926,32.8,795.31,36.6,21.4,50.4
6/10/2026,2:32:34 PM,124,17.75118,-64.72925,32.7,572.27,36.6,21.4,50.3
6/10/2026,2:32:35 PM,125,17.75117,-64.72925,32.6,672.83,36.6,21.4,50.3
6/10/2026,2:32:36 PM,126,17.75116,-64.72925,32.8,730.67,36.6,21.4,50.3
6/10/2026,2:32:37 PM,127,17.75115,-64.72925,32.6,728.94,36.6,21.4,50.3
6/10/2026,2:32:38 PM,128,17.75114,-64.72925,32.6,839.84,36.6,21.4,50.3
6/10/2026,2:32:39 PM,129,17.75114,-64.72924,32.8,800.7,36.6,21.4,50.4
6/10/2026,2:32:40 PM,130,17.75113,-64.72923,32.8,794.25,36.6,21.4,50.3
6/10/2026,2:32:41 PM,131,17.75113,-64.72922,32.8,815.04,36.6,21.4,50.3
6/10/2026,2:32:42 PM,132,17.75112,-64.72922,32.8,767.62,36.6,21.4,50.3
6/10/2026,2:32:43 PM,133,17.75112,-64.72922,32.6,813.87,36.7,21.4,50.3
6/10/2026,2:32:44 PM,134,17.75111,-64.72922,32.8,837.01,36.6,21.4,50.3
6/10/2026,2:32:45 PM,135,17.75109,-64.72922,32.8,804.48,36.7,21.4,50.3
6/10/2026,2:32:46 PM,136,17.75109,-64.72921,32.9,800.7,36.6,21.4,50.3
6/10/2026,2:32:47 PM,137,17.75108,-64.72921,32.8,821.08,36.6,21.4,50.3
6/10/2026,2:32:48 PM,138,17.75106,-64.72920,32.8,772.06,36.6,21.4,50.3
6/10/2026,2:32:49 PM,139,17.75105,-64.72920,32.8,460.29,36.6,21.4,50.3
6/10/2026,2:32:50 PM,140,17.75105,-64.72919,32.8,534.76,36.6,21.4,50.3
6/10/2026,2:32:51 PM,141,17.75104,-64.72919,32.6,592.9,36.6,21.4,50.3
6/10/2026,2:32:52 PM,142,17.75104,-64.72920,32.8,745.66,36.6,21.4,50.2
6/10/2026,2:32:53 PM,143,17.75102,-64.72919,32.8,713.44,36.6,21.4,50.2
6/10/2026,2:32:54 PM,144,17.75101,-64.72919,32.7,743.22,36.6,21.4,50.2
6/10/2026,2:32:55 PM,145,17.75101,-64.72919,32.6,749.36,36.6,21.4,50.2
6/10/2026,2:32:56 PM,146,17.75100,-64.72919,32.6,728.67,36.6,21.4,50.2
6/10/2026,2:32:57 PM,147,17.75099,-64.72918,32.5,699.72,36.6,21.4,50.2
6/10/2026,2:32:58 PM,148,17.75098,-64.72918,32.6,562.94,36.6,21.4,50.2
6/10/2026,2:32:59 PM,149,17.75098,-64.72918,32.6,554.38,36.6,21.4,50.2
6/10/2026,2:33:00 PM,150,17.75097,-64.72917,32.6,312.5,36.6,21.4,50.2
6/10/2026,2:33:01 PM,151,17.75096,-64.72916,32.7,402.45,36.6,21.4,50.2
6/10/2026,2:33:02 PM,152,17.75095,-64.72916,32.5,476.55,36.6,21.4,50.2
6/10/2026,2:33:03 PM,153,17.75093,-64.72915,32.5,504.82,36.6,21.4,50.2
6/10/2026,2:33:04 PM,154,17.75092,-64.72915,32.5,507.78,36.6,21.4,50.2
6/10/2026,2:33:05 PM,155,17.75091,-64.72915,32.3,485.37,36.6,21.4,50.2
6/10/2026,2:33:06 PM,156,17.75090,-64.72915,32.5,439.5,36.6,21.4,50.2
6/10/2026,2:33:07 PM,157,17.75089,-64.72914,32.5,438.66,36.6,21.4,50.1
6/10/2026,2:33:08 PM,158,17.75088,-64.72913,32.3,420.17,36.6,21.4,50.1
6/10/2026,2:33:09 PM,159,17.75087,-64.72913,32.5,421.42,36.6,21.4,50.1
6/10/2026,2:33:10 PM,160,17.75086,-64.72913,32.3,461.9,36.6,21.4,50.1
6/10/2026,2:33:11 PM,161,17.75084,-64.72913,32.2,431.07,36.6,21.3,50.1
6/10/2026,2:33:12 PM,162,17.75083,-64.72913,32.3,447.84,36.6,21.3,50.1
6/10/2026,2:33:13 PM,163,17.75082,-64.72913,32.2,391.78,36.6,21.3,50.1
6/10/2026,2:33:14 PM,164,17.75081,-64.72913,32.3,384.82,36.5,21.3,50
6/10/2026,2:33:15 PM,165,17.75080,-64.72913,32.2,376.26,36.5,21.3,50
6/10/2026,2:33:16 PM,166,17.75080,-64.72913,32.3,409.43,36.5,21.3,50
6/10/2026,2:33:17 PM,167,17.75079,-64.72913,32.4,384.27,36.5,21.3,50
6/10/2026,2:33:18 PM,168,17.75078,-64.72913,32.1,395.93,36.5,21.3,49.9
6/10/2026,2:33:19 PM,169,17.75077,-64.72914,32,380.17,36.5,21.3,49.9
6/10/2026,2:33:20 PM,170,17.75076,-64.72914,32,385.85,36.5,21.3,49.9
6/10/2026,2:33:21 PM,171,17.75075,-64.72915,31.9,347.48,36.5,21.2,49.8
6/10/2026,2:33:22 PM,172,17.75074,-64.72916,31.9,335.68,36.4,21.2,49.8
6/10/2026,2:33:23 PM,173,17.75073,-64.72917,31.9,344.75,36.4,21.2,49.6
6/10/2026,2:33:24 PM,174,17.75073,-64.72918,31.9,316.38,36.3,21.1,49.5
6/10/2026,2:33:25 PM,175,17.75072,-64.72919,31.7,320.7,36.3,21.1,49.5
6/10/2026,2:33:26 PM,176,17.75072,-64.72920,31.7,337.87,36.3,21.1,49.4
6/10/2026,2:33:27 PM,177,17.75071,-64.72921,31.5,318.94,36.2,21.1,49.3
6/10/2026,2:33:28 PM,178,17.75071,-64.72922,31.5,316.66,36.2,21.1,49.4
6/10/2026,2:33:29 PM,179,17.75070,-64.72923,31.3,319.25,36.3,21.1,49.4
6/10/2026,2:33:30 PM,180,17.75070,-64.72924,31.5,298.7,36.2,21.1,49.4
6/10/2026,2:33:31 PM,181,17.75070,-64.72925,31.4,316.71,36.2,21.1,49.4
6/10/2026,2:33:32 PM,182,17.75070,-64.72926,31.3,336.06,36.2,21.1,49.4
6/10/2026,2:33:33 PM,183,17.75069,-64.72927,31.3,326.12,36.2,21,49.4
6/10/2026,2:33:34 PM,184,17.75069,-64.72928,31.5,338.24,36.2,21,49.4
6/10/2026,2:33:35 PM,185,17.75068,-64.72929,31.5,336.19,36.2,21,49.3
6/10/2026,2:33:36 PM,186,17.75068,-64.72930,31.4,330.38,36.1,21,49.3
6/10/2026,2:33:37 PM,187,17.75067,-64.72931,31.2,344.55,36.1,21,49.4
6/10/2026,2:33:38 PM,188,17.75067,-64.72932,31.4,345.34,36.1,21,49.3
6/10/2026,2:33:39 PM,189,17.75066,-64.72933,31.4,332.72,36.1,21,49.3
6/10/2026,2:33:40 PM,190,17.75066,-64.72934,31.3,330.85,36.1,21,49.4
6/10/2026,2:33:41 PM,191,17.75066,-64.72935,31.1,318.57,36.1,21,49.3
6/10/2026,2:33:42 PM,192,17.75065,-64.72936,31.1,302.6,36.1,21,49.4
6/10/2026,2:33:43 PM,193,17.75065,-64.72937,31.2,347.38,36,21,49.3
6/10/2026,2:33:44 PM,194,17.75064,-64.72938,31,331.35,36,21,49.3
6/10/2026,2:33:45 PM,195,17.75064,-64.72938,31,319.74,36,20.9,49.4
6/10/2026,2:33:46 PM,196,17.75063,-64.72939,31,326.53,36,21,49.4
6/10/2026,2:33:47 PM,197,17.75063,-64.72941,31.1,316.12,36,20.9,49.4
6/10/2026,2:33:48 PM,198,17.75062,-64.72942,31.1,313.34,36,20.9,49.4
6/10/2026,2:33:49 PM,199,17.75062,-64.72943,31.1,327.37,36,20.9,49.4
6/10/2026,2:33:50 PM,200,17.75061,-64.72944,31.1,346.08,35.9,20.9,49.4
6/10/2026,2:33:51 PM,201,17.75061,-64.72945,31.1,348.27,35.9,20.9,49.4
6/10/2026,2:33:52 PM,202,17.75060,-64.72946,31,351.16,35.9,20.9,49.4
6/10/2026,2:33:53 PM,203,17.75059,-64.72947,31,365.14,35.9,20.9,49.4
6/10/2026,2:33:54 PM,204,17.75059,-64.72947,31,363.3,35.9,20.9,49.4
6/10/2026,2:33:55 PM,205,17.75058,-64.72948,30.9,373.16,35.9,20.9,49.4
6/10/2026,2:33:56 PM,206,17.75057,-64.72949,31.1,386.58,35.9,20.9,49.5
6/10/2026,2:33:57 PM,207,17.75056,-64.72949,31.1,346.5,35.9,20.9,49.5
6/10/2026,2:33:58 PM,208,17.75055,-64.72949,31.1,361.67,35.8,20.9,49.5
6/10/2026,2:33:59 PM,209,17.75054,-64.72949,31.2,363.2,35.8,20.9,49.6
6/10/2026,2:34:00 PM,210,17.75053,-64.72949,31.1,381,35.8,20.9,49.5
6/10/2026,2:34:01 PM,211,17.75052,-64.72949,31.3,389.82,35.8,20.9,49.6
6/10/2026,2:34:02 PM,212,17.75051,-64.72949,31.2,467.21,35.8,20.9,49.6
6/10/2026,2:34:03 PM,213,17.75050,-64.72949,31.1,484.18,35.8,20.9,49.6
6/10/2026,2:34:04 PM,214,17.75049,-64.72948,31.1,497.89,35.8,20.9,49.6
6/10/2026,2:34:05 PM,215,17.75048,-64.72948,31,545.07,35.8,20.9,49.7
6/10/2026,2:34:06 PM,216,17.75047,-64.72948,31.1,574.66,35.8,20.9,49.6
6/10/2026,2:34:07 PM,217,17.75046,-64.72947,31.1,532.19,35.7,20.9,49.7
6/10/2026,2:34:08 PM,218,17.75046,-64.72947,30.9,519.31,35.7,20.9,49.7
6/10/2026,2:34:09 PM,219,17.75044,-64.72947,30.9,500.1,35.7,20.9,49.7
6/10/2026,2:34:10 PM,220,17.75043,-64.72946,30.9,454.69,35.7,20.9,49.7
6/10/2026,2:34:11 PM,221,17.75043,-64.72946,31.1,414.12,35.7,20.9,49.7
6/10/2026,2:34:12 PM,222,17.75042,-64.72946,31,301.32,35.7,20.9,49.7
6/10/2026,2:34:13 PM,223,17.75041,-64.72945,31,265.83,35.7,20.9,49.7
6/10/2026,2:34:14 PM,224,17.75039,-64.72945,31,238.08,35.7,20.9,49.8
6/10/2026,2:34:15 PM,225,17.75039,-64.72945,30.9,215.5,35.7,20.9,49.8
6/10/2026,2:34:16 PM,226,17.75038,-64.72945,31.1,165.88,35.7,20.9,49.8
6/10/2026,2:34:17 PM,227,17.75037,-64.72945,31,137.83,35.7,20.9,49.8
6/10/2026,2:34:18 PM,228,17.75036,-64.72944,31,102.47,35.7,20.9,49.9
6/10/2026,2:34:19 PM,229,17.75035,-64.72944,30.7,104.35,35.6,20.9,49.8
6/10/2026,2:34:20 PM,230,17.75034,-64.72944,31,96.13,35.6,20.9,49.8
6/10/2026,2:34:21 PM,231,17.75032,-64.72944,31,107.91,35.6,20.9,49.9
6/10/2026,2:34:22 PM,232,17.75032,-64.72944,31,124.1,35.6,20.9,49.9
6/10/2026,2:34:23 PM,233,17.75030,-64.72943,30.7,171.57,35.6,20.9,49.9
6/10/2026,2:34:24 PM,234,17.75030,-64.72943,30.8,300,35.6,20.9,49.9
6/10/2026,2:34:25 PM,235,17.75029,-64.72943,30.9,317.24,35.6,20.9,49.9
6/10/2026,2:34:26 PM,236,17.75028,-64.72943,31,386.27,35.6,20.9,49.9
6/10/2026,2:34:27 PM,237,17.75027,-64.72942,30.9,392.83,35.6,20.9,49.9
6/10/2026,2:34:28 PM,238,17.75026,-64.72942,30.8,437.95,35.6,20.9,50
6/10/2026,2:34:29 PM,239,17.75025,-64.72941,30.8,448.45,35.6,20.9,50
6/10/2026,2:34:30 PM,240,17.75023,-64.72941,30.7,447.28,35.5,20.9,50
6/10/2026,2:34:31 PM,241,17.75022,-64.72940,30.8,492.96,35.5,20.9,50
6/10/2026,2:34:32 PM,242,17.75021,-64.72940,30.9,462.29,35.5,20.9,50
6/10/2026,2:34:33 PM,243,17.75019,-64.72940,30.8,437.15,35.5,20.9,50
6/10/2026,2:34:34 PM,244,17.75018,-64.72939,30.9,372.71,35.5,20.9,50
6/10/2026,2:34:35 PM,245,17.75017,-64.72938,30.9,474,35.5,20.9,50
6/10/2026,2:34:36 PM,246,17.75016,-64.72938,31,480.06,35.5,20.9,50
6/10/2026,2:34:37 PM,247,17.75015,-64.72938,30.8,529.35,35.5,20.9,50
6/10/2026,2:34:38 PM,248,17.75013,-64.72938,30.9,501.07,35.5,20.9,50.1
6/10/2026,2:34:39 PM,249,17.75012,-64.72937,30.9,579.82,35.5,20.9,50.1
6/10/2026,2:34:40 PM,250,17.75011,-64.72936,30.7,551.07,35.5,20.9,50.1
6/10/2026,2:34:41 PM,251,17.75010,-64.72936,30.9,582.63,35.5,20.9,50.1
6/10/2026,2:34:42 PM,252,17.75009,-64.72936,31,583.54,35.5,20.8,50.1
6/10/2026,2:34:43 PM,253,17.75008,-64.72935,31,630.95,35.5,20.9,50.1
6/10/2026,2:34:44 PM,254,17.75007,-64.72935,31,651.17,35.5,20.9,50.2
6/10/2026,2:34:45 PM,255,17.75006,-64.72934,31,628.76,35.5,20.9,50.2
6/10/2026,2:34:46 PM,256,17.75005,-64.72933,30.8,597.33,35.5,20.9,50.2
6/10/2026,2:34:47 PM,257,17.75004,-64.72933,30.9,736.73,35.5,20.9,50.2
6/10/2026,2:34:48 PM,258,17.75003,-64.72932,31,643.79,35.5,20.9,50.3
6/10/2026,2:34:49 PM,259,17.75002,-64.72932,31,580.64,35.5,20.9,50.3
6/10/2026,2:34:50 PM,260,17.75000,-64.72931,31,751.06,35.5,20.9,50.3
6/10/2026,2:34:51 PM,261,17.74999,-64.72931,30.9,737.36,35.5,20.9,50.3
6/10/2026,2:34:52 PM,262,17.74998,-64.72930,31,634.63,35.5,20.9,50.3
6/10/2026,2:34:53 PM,263,17.74997,-64.72929,31.1,754.59,35.5,20.9,50.4
6/10/2026,2:34:54 PM,264,17.74997,-64.72929,30.9,624.13,35.5,20.9,50.4
6/10/2026,2:34:55 PM,265,17.74996,-64.72928,31,593.11,35.5,20.9,50.4
6/10/2026,2:34:56 PM,266,17.74995,-64.72927,31.1,645.6,35.5,20.9,50.5
6/10/2026,2:34:57 PM,267,17.74995,-64.72925,30.9,642.83,35.5,20.9,50.5
6/10/2026,2:34:58 PM,268,17.74994,-64.72924,31.1,626.35,35.4,20.9,50.5
6/10/2026,2:34:59 PM,269,17.74994,-64.72923,31.1,625.51,35.4,20.9,50.4
6/10/2026,2:35:00 PM,270,17.74994,-64.72921,31.1,616.98,35.4,20.9,50.5
6/10/2026,2:35:01 PM,271,17.74994,-64.72920,31,588.74,35.4,20.9,50.5
6/10/2026,2:35:02 PM,272,17.74994,-64.72918,31.1,563.05,35.4,20.9,50.5
6/10/2026,2:35:03 PM,273,17.74994,-64.72917,30.9,579.02,35.4,20.9,50.5
6/10/2026,2:35:04 PM,274,17.74994,-64.72915,31.1,556.84,35.4,20.9,50.5
6/10/2026,2:35:05 PM,275,17.74995,-64.72914,31,536.52,35.4,20.9,50.5
6/10/2026,2:35:06 PM,276,17.74995,-64.72913,31.1,570.51,35.4,20.9,50.6
6/10/2026,2:35:07 PM,277,17.74996,-64.72911,31.2,561.6,35.4,20.9,50.6
6/10/2026,2:35:08 PM,278,17.74997,-64.72910,31.1,499.92,35.4,20.9,50.6
6/10/2026,2:35:09 PM,279,17.74997,-64.72909,31.2,571.27,35.4,20.9,50.6
6/10/2026,2:35:10 PM,280,17.74998,-64.72908,31,544.97,35.4,20.9,50.7
6/10/2026,2:35:11 PM,281,17.74998,-64.72907,31.1,531.62,35.4,20.9,50.7
6/10/2026,2:35:12 PM,282,17.74998,-64.72906,31.2,566.17,35.4,20.9,50.7
6/10/2026,2:35:13 PM,283,17.74998,-64.72905,31.3,528.91,35.4,20.9,50.7
